 Round    Worker    Inserts    WPS    WPM    Time (seconds)    Time (minutes)    LatencyInsert (seconds)    LatencyTotal (seconds)
     66         6       5000     49   2940               102                 2                      0.015                        75
     67         4       5000     49   2940               102                 2                      0.015                        75
     67         6       5000     49   2940               102                 2                      0.015                        75
     67         8       5000     49   2940               102                 2                      0.015                        75
     67         1       5000     49   2940               102                 2                      0.015                        75
     67         7       5000     49   2940               102                 2                      0.015                        75
     67         5       5000     49   2940               102                 2                      0.015                        75
     67         2       5000     49   2940               102                 2                      0.015                        75
     67         3       5000     49   2940               102                 2                      0.015                        75
     68         6       5000     50   3000               101                 2                      0.015                        75
     68         3       5000     50   3000               101                 2                      0.015                        75
     68         2       5000     50   3000               101                 2                      0.015                        75
     68         8       5000     50   3000               101                 2                      0.015                        75
     68         4       5000     50   3000               101                 2                      0.015                        75
     68         1       5000     50   3000               101                 2                      0.015                        75
     68         5       5000     50   3000               101                 2                      0.015                        75
     68         7       5000     50   3000               101                 2                      0.015                        75
     69         7       5000     51   3060                99                 2                      0.015                        75
     69         3       5000     51   3060                99                 2                      0.015                        75
     69         1       5000     51   3060                99                 2                      0.015                        75
     69         5       5000     51   3060                99                 2                      0.015                        75
     69         2       5000     51   3060                99                 2                      0.015                        75
     69         4       5000     51   3060                99                 2                      0.015                        75
     69         6       5000     51   3060                99                 2                      0.015                        75
     69         8       5000     51   3060                99                 2                      0.015                        75
     70         3       5000     50   3000               100                 2                      0.015                        75
     70         8       5000     50   3000               100                 2                      0.015                        75
     70         2       5000     50   3000               100                 2                      0.015                        75
     70         7       5000     50   3000               100                 2                      0.015                        75
     70         4       5000     50   3000               100                 2                      0.015                        75
     70         6       5000     50   3000               100                 2                      0.015                        75
     70         1       5000     50   3000               100                 2                      0.015                        75
     70         5       5000     50   3000               101                 2                      0.015                        75
     71         5       5000     50   3000               101                 2                      0.015                        75
     71         8       5000     50   3000               101                 2                      0.015                        75
     71         2       5000     50   3000               101                 2                      0.015                        75
     71         1       5000     49   2940               102                 2                      0.015                        75
     71         3       5000     49   2940               102                 2                      0.015                        75
     71         6       5000     49   2940               102                 2                      0.015                        75
     71         4       5000     49   2940               102                 2                      0.015                        75
     71         7       5000     49   2940               102                 2                      0.015                        75
     72         7       5000     51   3060                99                 2                      0.015                        75
     72         5       5000     50   3000               100                 2                      0.015                        75
     72         3       5000     50   3000               100                 2                      0.015                        75
     72         2       5000     50   3000               100                 2                      0.015                        75
     72         4       5000     50   3000               100                 2                      0.015                        75
     72         6       5000     50   3000               100                 2                      0.015                        75
     72         8       5000     50   3000               100                 2                      0.015                        75
     72         1       5000     50   3000               100                 2                      0.015                        75
     73         2       5000     50   3000               101                 2                      0.015                        75
     73         4       5000     50   3000               101                 2                      0.015                        75
     73         3       5000     50   3000               101                 2                      0.015                        75
     73         7       5000     50   3000               101                 2                      0.015                        75
     73         5       5000     50   3000               101                 2                      0.015                        75
     73         1       5000     50   3000               101                 2                      0.015                        75
     73         8       5000     50   3000               101                 2                      0.015                        75
     73         6       5000     50   3000               101                 2                      0.015                        75
     74         1       5000     50   3000               101                 2                      0.015                        75
     74         2       5000     49   2940               102                 2                      0.015                        75
     74         4       5000     49   2940               102                 2                      0.015                        75
     74         6       5000     49   2940               102                 2                      0.015                        75
     74         5       5000     49   2940               102                 2                      0.015                        75
     74         7       5000     49   2940               102                 2                      0.015                        75
     74         3       5000     49   2940               102                 2                      0.015                        75
     74         8       5000     49   2940               102                 2                      0.015                        75
     75         1       5000     49   2940               102                 2                      0.015                        75
     75         7       5000     49   2940               102                 2                      0.015                        75
     75         5       5000     49   2940               102                 2                      0.015                        75
     75         8       5000     49   2940               102                 2                      0.015                        75
     75         2       5000     49   2940               102                 2                      0.015                        75
     75         6       5000     49   2940               102                 2                      0.015                        75
     75         4       5000     49   2940               102                 2                      0.015                        75
     75         3       5000     49   2940               102                 2                      0.015                        75
     76         2       5000     49   2940               102                 2                      0.015                        75
     76         3       5000     49   2940               102                 2                      0.015                        75
     76         1       5000     49   2940               102                 2                      0.015                        75
     76         6       5000     49   2940               102                 2                      0.015                        75
     76         8       5000     49   2940               102                 2                      0.015                        75
     76         4       5000     49   2940               102                 2                      0.015                        75
     76         7       5000     49   2940               102                 2                      0.015                        75
     76         5       5000     49   2940               102                 2                      0.015                        75
     77         7       5000     50   3000               101                 2                      0.015                        75
     77         5       5000     50   3000               101                 2                      0.015                        75
     77         3       5000     50   3000               101                 2                      0.015                        75
     77         8       5000     50   3000               101                 2                      0.015                        75
     77         2       5000     50   3000               101                 2                      0.015                        75
     77         4       5000     50   3000               101                 2                      0.015                        75
     77         1       5000     50   3000               101                 2                      0.015                        75
     77         6       5000     50   3000               101                 2                      0.015                        75
     78         8       5000     51   3060                99                 2                      0.015                        75
     78         3       5000     51   3060                99                 2                      0.015                        75
     78         5       5000     51   3060                99                 2                      0.015                        75
     78         6       5000     51   3060                99                 2                      0.015                        75
     78         2       5000     51   3060                99                 2                      0.015                        75
     78         1       5000     51   3060                99                 2                      0.015                        75
     78         7       5000     51   3060                99                 2                      0.015                        75
     78         4       5000     51   3060                99                 2                      0.015                        75
     79         1       5000     51   3060                98                 2                      0.015                        75
     79         7       5000     51   3060                98                 2                      0.015                        75
     79         8       5000     51   3060                99                 2                      0.015                        75
     79         4       5000     51   3060                99                 2                      0.015                        75
     79         3       5000     51   3060                99                 2                      0.015                        75
     79         2       5000     51   3060                99                 2                      0.015                        75
     79         5       5000     51   3060                99                 2                      0.015                        75
     79         6       5000     51   3060                99                 2                      0.015                        75
     80         6       5000     51   3060                99                 2                      0.015                        75
     80         2       5000     51   3060                99                 2                      0.015                        75
     80         8       5000     51   3060                99                 2                      0.015                        75
     80         1       5000     51   3060                99                 2                      0.015                        75
     80         4       5000     51   3060                99                 2                      0.015                        75
     80         7       5000     51   3060                99                 2                      0.015                        75
     80         3       5000     51   3060                99                 2                      0.015                        75
     80         5       5000     51   3060                99                 2                      0.015                        75
     81         7       5000     50   3000               100                 2                      0.015                        75
     81         2       5000     50   3000               100                 2                      0.015                        75
     81         3       5000     50   3000               100                 2                      0.015                        75
     81         4       5000     50   3000               100                 2                      0.015                        75
     81         5       5000     50   3000               100                 2                      0.015                        75
     81         1       5000     50   3000               100                 2                      0.015                        75
     81         6       5000     50   3000               100                 2                      0.015                        75
     81         8       5000     50   3000               100                 2                      0.015                        75
     82         7       5000     50   3000               101                 2                      0.015                        75
     82         3       5000     50   3000               101                 2                      0.015                        75
     82         8       5000     50   3000               101                 2                      0.015                        75
     82         5       5000     50   3000               101                 2                      0.015                        75
     82         6       5000     50   3000               101                 2                      0.015                        75
     82         1       5000     50   3000               101                 2                      0.015                        75
     82         2       5000     50   3000               101                 2                      0.015                        75
     82         4       5000     50   3000               101                 2                      0.015                        75
     83         3       5000     51   3060                99                 2                      0.015                        75
     83         7       5000     51   3060                99                 2                      0.015                        75
     83         6       5000     51   3060                99                 2                      0.015                        75
     83         1       5000     51   3060                99                 2                      0.015                        75
     83         8       5000     51   3060                99                 2                      0.015                        75
     83         4       5000     51   3060                99                 2                      0.015                        75
     83         2       5000     51   3060                99                 2                      0.015                        75
     83         5       5000     51   3060                99                 2                      0.015                        75
     84         8       5000     49   2940               102                 2                      0.015                        75
     84         7       5000     49   2940               102                 2                      0.015                        75
     84         6       5000     49   2940               102                 2                      0.015                        75
     84         5       5000     49   2940               102                 2                      0.015                        75
     84         2       5000     49   2940               102                 2                      0.015                        75
     84         1       5000     49   2940               102                 2                      0.015                        75
     84         3       5000     49   2940               102                 2                      0.015                        75
     84         4       5000     49   2940               102                 2                      0.015                        75
     85         3       5000     50   3000               101                 2                      0.015                        75
     85         8       5000     50   3000               101                 2                      0.015                        75
     85         5       5000     50   3000               101                 2                      0.015                        75
     85         7       5000     50   3000               101                 2                      0.015                        75
     85         6       5000     50   3000               101                 2                      0.015                        75
     85         2       5000     50   3000               101                 2                      0.015                        75
     85         1       5000     50   3000               101                 2                      0.015                        75
     85         4       5000     50   3000               101                 2                      0.015                        75
     86         2       5000     49   2940               103                 2                      0.015                        75
     86         7       5000     48   2880               104                 2                      0.015                        75
     86         6       5000     48   2880               104                 2                      0.015                        75
     86         1       5000     48   2880               104                 2                      0.015                        75
     86         4       5000     48   2880               104                 2                      0.015                        75
     86         3       5000     48   2880               104                 2                      0.015                        75
     86         5       5000     48   2880               104                 2                      0.015                        75
     86         8       5000     48   2880               104                 2                      0.015                        75
     87         2       5000     48   2880               105                 2                      0.015                        75
     87         3       5000     48   2880               105                 2                      0.015                        75
     87         5       5000     48   2880               105                 2                      0.015                        75
     87         1       5000     48   2880               105                 2                      0.015                        75
     87         8       5000     48   2880               105                 2                      0.015                        75
     87         7       5000     48   2880               105                 2                      0.015                        75
     87         6       5000     48   2880               105                 2                      0.015                        75
     87         4       5000     48   2880               105                 2                      0.015                        75
     88         5       5000     50   3000               101                 2                      0.015                        75
     88         8       5000     50   3000               101                 2                      0.015                        75
     88         3       5000     50   3000               101                 2                      0.015                        75
     88         2       5000     50   3000               101                 2                      0.015                        75
     88         4       5000     50   3000               101                 2                      0.015                        75
     88         1       5000     50   3000               101                 2                      0.015                        75
     88         7       5000     50   3000               101                 2                      0.015                        75
     88         6       5000     50   3000               101                 2                      0.015                        75
     89         8       5000     51   3060                99                 2                      0.015                        75
     89         4       5000     51   3060                99                 2                      0.015                        75
     89         3       5000     51   3060                99                 2                      0.015                        75
     89         1       5000     51   3060                99                 2                      0.015                        75
     89         2       5000     51   3060                99                 2                      0.015                        75
     89         5       5000     51   3060                99                 2                      0.015                        75
     89         7       5000     51   3060                99                 2                      0.015                        75
     89         6       5000     51   3060                99                 2                      0.015                        75
     90         1       5000     51   3060                99                 2                      0.015                        75
     90         8       5000     51   3060                99                 2                      0.015                        75
     90         3       5000     51   3060                99                 2                      0.015                        75
     90         7       5000     51   3060                99                 2                      0.015                        75
     90         2       5000     51   3060                99                 2                      0.015                        75
     90         6       5000     51   3060                99                 2                      0.015                        75
     90         4       5000     51   3060                99                 2                      0.015                        75
     90         5       5000     51   3060                99                 2                      0.015                        75
     91         5       5000     51   3060                99                 2                      0.015                        75
     91         4       5000     50   3000               100                 2                      0.015                        75
     91         3       5000     50   3000               100                 2                      0.015                        75
     91         1       5000     50   3000               100                 2                      0.015                        75
     91         6       5000     50   3000               100                 2                      0.015                        75
     91         8       5000     50   3000               100                 2                      0.015                        75
     91         7       5000     50   3000               100                 2                      0.015                        75
     91         2       5000     50   3000               100                 2                      0.015                        75
     92         6       5000     51   3060                99                 2                      0.015                        75
     92         1       5000     50   3000               100                 2                      0.015                        75
     92         3       5000     50   3000               100                 2                      0.015                        75
     92         2       5000     50   3000               100                 2                      0.015                        75
     92         4       5000     50   3000               100                 2                      0.015                        75
     92         8       5000     50   3000               100                 2                      0.015                        75
     92         5       5000     50   3000               100                 2                      0.015                        75
     92         7       5000     50   3000               100                 2                      0.015                        75
     93         3       5000     50   3000               100                 2                      0.015                        75
     93         6       5000     50   3000               100                 2                      0.015                        75
     93         7       5000     50   3000               100                 2                      0.015                        75
     93         2       5000     50   3000               100                 2                      0.015                        75
     93         4       5000     50   3000               100                 2                      0.015                        75
     93         8       5000     50   3000               100                 2                      0.015                        75
     93         1       5000     50   3000               101                 2                      0.015                        75
     93         5       5000     50   3000               101                 2                      0.015                        75
     94         6       5000     49   2940               102                 2                      0.015                        75
     94         1       5000     49   2940               102                 2                      0.015                        75
     94         7       5000     49   2940               102                 2                      0.015                        75
     94         8       5000     49   2940               102                 2                      0.015                        75
     94         2       5000     49   2940               102                 2                      0.015                        75
     94         4       5000     49   2940               102                 2                      0.015                        75
     94         5       5000     49   2940               102                 2                      0.015                        75
     94         3       5000     49   2940               102                 2                      0.015                        75
     95         6       5000     49   2940               102                 2                      0.015                        75
     95         2       5000     49   2940               102                 2                      0.015                        75
     95         4       5000     49   2940               102                 2                      0.015                        75
     95         5       5000     49   2940               102                 2                      0.015                        75
     95         7       5000     49   2940               102                 2                      0.015                        75
     95         1       5000     49   2940               102                 2                      0.015                        75
     95         3       5000     49   2940               102                 2                      0.015                        75
     95         8       5000     49   2940               102                 2                      0.015                        75
     96         2       5000     49   2940               102                 2                      0.015                        75
     96         1       5000     49   2940               102                 2                      0.015                        75
     96         3       5000     49   2940               102                 2                      0.015                        75
     96         8       5000     49   2940               102                 2                      0.015                        75
     96         6       5000     49   2940               102                 2                      0.015                        75
     96         4       5000     49   2940               102                 2                      0.015                        75
     96         7       5000     49   2940               102                 2                      0.015                        75
     96         5       5000     49   2940               103                 2                      0.015                        75
     97         7       5000     49   2940               102                 2                      0.015                        75
     97         8       5000     49   2940               102                 2                      0.015                        75
     97         2       5000     49   2940               102                 2                      0.015                        75
     97         3       5000     49   2940               102                 2                      0.015                        75
     97         1       5000     49   2940               102                 2                      0.015                        75
     97         4       5000     49   2940               102                 2                      0.015                        75
     97         5       5000     49   2940               103                 2                      0.015                        75
     97         6       5000     49   2940               103                 2                      0.015                        75
     98         6       5000     49   2940               102                 2                      0.015                        75
     98         7       5000     49   2940               102                 2                      0.015                        75
     98         1       5000     49   2940               102                 2                      0.015                        75
     98         2       5000     49   2940               102                 2                      0.015                        75
     98         3       5000     49   2940               102                 2                      0.015                        75
     98         4       5000     49   2940               102                 2                      0.015                        75
     98         8       5000     49   2940               102                 2                      0.015                        75
     98         5       5000     49   2940               102                 2                      0.015                        75
     99         6       5000     50   3000               101                 2                      0.015                        75
     99         8       5000     50   3000               101                 2                      0.015                        75
     99         1       5000     50   3000               101                 2                      0.015                        75
     99         7       5000     50   3000               101                 2                      0.015                        75
     99         3       5000     50   3000               101                 2                      0.015                        75
     99         2       5000     50   3000               101                 2                      0.015                        75
     99         4       5000     50   3000               101                 2                      0.015                        75
     99         5       5000     49   2940               102                 2                      0.015                        75
    100         7       5000     51   3060                99                 2                      0.015                        75
    100         2       5000     51   3060                99                 2                      0.015                        75
    100         8       5000     51   3060                99                 2                      0.015                        75
    100         4       5000     51   3060                99                 2                      0.015                        75
    100         3       5000     51   3060                99                 2                      0.015                        75
    100         1       5000     51   3060                99                 2                      0.015                        75
    100         5       5000     51   3060                99                 2                      0.015                        75
    100         6       5000     51   3060                99                 2                      0.015                        75
  Round    Inserts    WPS    WPM    Time (seconds)    Time (minutes)
-------  ---------  -----  -----  ----------------  ----------------
      1      40000     41   2460               122                 2
      2      40000     41   2460               121                 2
      3      40000     41   2460               121                 2
      4      40000     45   2700               111                 2
      5      40000     49   2940               103                 2
      6      40000     50   3000               101                 2
      7      40000     51   3060                99                 2
      8      40000     49   2940               102                 2
      9      40000     50   3000               101                 2
     10      40000     50   3000               100                 2
     11      40000     51   3060                98                 2
     12      40000     50   3000               101                 2
     13      40000     49   2940               102                 2
     14      40000     49   2940               103                 2
     15      40000     49   2940               102                 2
     16      40000     51   3060                99                 2
     17      40000     51   3060                99                 2
     18      40000     51   3060                99                 2
     19      40000     51   3060                99                 2
     20      40000     50   3000               100                 2
     21      40000     49   2940               102                 2
     22      40000     49   2940               102                 2
     23      40000     49   2940               102                 2
     24      40000     49   2940               103                 2
     25      40000     49   2940               102                 2
     26      40000     50   3000               100                 2
     27      40000     51   3060                99                 2
     28      40000     51   3060                99                 2
     29      40000     50   3000               101                 2
     30      40000     49   2940               102                 2
     31      40000     49   2940               102                 2
     32      40000     49   2940               102                 2
     33      40000     50   3000               100                 2
     34      40000     51   3060                99                 2
     35      40000     51   3060                99                 2
     36      40000     50   3000               100                 2
     37      40000     50   3000               100                 2
     38      40000     49   2940               103                 2
     39      40000     49   2940               102                 2
     40      40000     49   2940               103                 2
     41      40000     49   2940               102                 2
     42      40000     49   2940               102                 2
     43      40000     50   3000               100                 2
     44      40000     51   3060                99                 2
     45      40000     51   3060                98                 2
     46      40000     51   3060                99                 2
     47      40000     51   3060                98                 2
     48      40000     49   2940               102                 2
     49      40000     49   2940               102                 2
     50      40000     49   2940               102                 2
     51      40000     50   3000               100                 2
     52      40000     51   3060                99                 2
     53      40000     51   3060                99                 2
     54      40000     51   3060                99                 2
     55      40000     51   3060                99                 2
     56      40000     50   3000               100                 2
     57      40000     50   3000               101                 2
     58      40000     49   2940               102                 2
     59      40000     49   2940               102                 2
     60      40000     50   3000               101                 2
     61      40000     51   3060                99                 2
     62      40000     49   2940               102                 2
     63      40000     49   2940               102                 2
     64      40000     51   3060                99                 2
     65      40000     51   3060                99                 2
     66      40000     49   2940               102                 2
     67      40000     49   2940               102                 2
     68      40000     50   3000               101                 2
     69      40000     51   3060                99                 2
     70      40000     50   3000               101                 2
     71      40000     49   2940               102                 2
     72      40000     50   3000               100                 2
     73      40000     50   3000               101                 2
     74      40000     49   2940               102                 2
     75      40000     49   2940               102                 2
     76      40000     49   2940               102                 2
     77      40000     50   3000               101                 2
     78      40000     51   3060                99                 2
     79      40000     51   3060                99                 2
     80      40000     51   3060                99                 2
     81      40000     50   3000               100                 2
     82      40000     50   3000               101                 2
     83      40000     51   3060                99                 2
     84      40000     49   2940               102                 2
     85      40000     50   3000               101                 2
     86      40000     48   2880               104                 2
     87      40000     48   2880               105                 2
     88      40000     50   3000               101                 2
     89      40000     51   3060                99                 2
     90      40000     51   3060                99                 2
     91      40000     50   3000               100                 2
     92      40000     50   3000               100                 2
     93      40000     50   3000               101                 2
     94      40000     49   2940               102                 2
     95      40000     49   2940               102                 2
     96      40000     49   2940               103                 2
     97      40000     49   2940               103                 2
     98      40000     49   2940               102                 2
     99      40000     49   2940               102                 2
    100      40000     51   3060                99                 2
